Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of proteolysis (GO:0045861)	1/43	6.637238e-01	7.774865e-01	0	0	9.284283e-01	3.805527e-01	PTPN3
GO_Biological_Process_2021	positive regulation of phospholipase C activity (GO:0010863)	1/43	6.637238e-01	7.774865e-01	0	0	9.284283e-01	3.805527e-01	EDNRA
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	6/269	6.674097e-01	7.804757e-01	0	0	8.883946e-01	3.592234e-01	TIAM1;NRP1;SH3RF2;SDCBP;SEMA6D;CPNE3
GO_Biological_Process_2021	sensory perception of sound (GO:0007605)	2/91	6.677839e-01	7.804757e-01	0	0	8.759081e-01	3.536835e-01	WHRN;ALDH7A1
GO_Biological_Process_2021	positive regulation of transport (GO:0051050)	2/91	6.677839e-01	7.804757e-01	0	0	8.759081e-01	3.536835e-01	ANXA1;CALY
GO_Biological_Process_2021	branching morphogenesis of an epithelial tube (GO:0048754)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	NRP1
GO_Biological_Process_2021	cation transmembrane transport (GO:0098655)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	TRPM3
GO_Biological_Process_2021	regulation of endothelial cell apoptotic process (GO:2000351)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	ANO6
GO_Biological_Process_2021	embryonic organ morphogenesis (GO:0048562)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	ID2
GO_Biological_Process_2021	response to amyloid-beta (GO:1904645)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	LGMN
GO_Biological_Process_2021	intracellular protein transmembrane transport (GO:0065002)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	PEX1
GO_Biological_Process_2021	lymphocyte chemotaxis (GO:0048247)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	CYP7B1
GO_Biological_Process_2021	mitotic spindle assembly (GO:0090307)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	RHOA
GO_Biological_Process_2021	mRNA stabilization (GO:0048255)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	PAIP1
GO_Biological_Process_2021	negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	PTPN3
GO_Biological_Process_2021	positive regulation of biosynthetic process (GO:0009891)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	CREBL2
GO_Biological_Process_2021	positive regulation of cell division (GO:0051781)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	RHOA
GO_Biological_Process_2021	positive regulation of mRNA catabolic process (GO:0061014)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	TOB1
GO_Biological_Process_2021	positive regulation of osteoblast differentiation (GO:0045669)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	ATP6AP1
GO_Biological_Process_2021	positive regulation of receptor-mediated endocytosis (GO:0048260)	1/44	6.721488e-01	7.804757e-01	0	0	9.067903e-01	3.602456e-01	PPT1
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	2/92	6.736207e-01	7.806689e-01	0	0	8.661312e-01	3.421982e-01	NRP1;SIRT1
GO_Biological_Process_2021	cellular response to fibroblast growth factor stimulus (GO:0044344)	2/92	6.736207e-01	7.806689e-01	0	0	8.661312e-01	3.421982e-01	POLR2B;MAPK3
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	2/92	6.736207e-01	7.806689e-01	0	0	8.661312e-01	3.421982e-01	NRP1;EPHA7
GO_Biological_Process_2021	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	2/92	6.736207e-01	7.806689e-01	0	0	8.661312e-01	3.421982e-01	SDCBP;HIPK2
GO_Biological_Process_2021	cilium organization (GO:0044782)	5/228	6.773807e-01	7.846463e-01	0	0	8.731712e-01	3.401193e-01	IFT52;GSN;FAM161A;RFX2;BBIP1
GO_Biological_Process_2021	regulation of cellular component organization (GO:0051128)	3/139	6.789473e-01	7.846811e-01	0	0	8.594508e-01	3.327895e-01	SLITRK2;PARK7;RAB5A
GO_Biological_Process_2021	positive regulation of peptidyl-serine phosphorylation (GO:0033138)	2/93	6.793739e-01	7.846811e-01	0	0	8.565691e-01	3.311356e-01	CREBL2;PARK7
GO_Biological_Process_2021	cellular response to radiation (GO:0071478)	1/45	6.803631e-01	7.846811e-01	0	0	8.861359e-01	3.412763e-01	SIRT1
GO_Biological_Process_2021	regulation of insulin receptor signaling pathway (GO:0046626)	1/45	6.803631e-01	7.846811e-01	0	0	8.861359e-01	3.412763e-01	SIRT1
GO_Biological_Process_2021	chromosome condensation (GO:0030261)	1/45	6.803631e-01	7.846811e-01	0	0	8.861359e-01	3.412763e-01	H1-10
GO_Biological_Process_2021	microtubule bundle formation (GO:0001578)	1/45	6.803631e-01	7.846811e-01	0	0	8.861359e-01	3.412763e-01	PSRC1
GO_Biological_Process_2021	mitotic G2/M transition checkpoint (GO:0044818)	1/45	6.803631e-01	7.846811e-01	0	0	8.861359e-01	3.412763e-01	TOPBP1
GO_Biological_Process_2021	zymogen activation (GO:0031638)	1/45	6.803631e-01	7.846811e-01	0	0	8.861359e-01	3.412763e-01	LGMN
GO_Biological_Process_2021	positive regulation of Notch signaling pathway (GO:0045747)	1/45	6.803631e-01	7.846811e-01	0	0	8.861359e-01	3.412763e-01	KAT2B
GO_Biological_Process_2021	endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	4/185	6.828910e-01	7.872170e-01	0	0	8.607646e-01	3.283128e-01	BCAP31;SEC24A;SPTB;ERGIC2
GO_Biological_Process_2021	regulation of fibroblast proliferation (GO:0048145)	1/46	6.883720e-01	7.912474e-01	0	0	8.663995e-01	3.235359e-01	FTH1
GO_Biological_Process_2021	regulation of synaptic transmission, glutamatergic (GO:0051966)	1/46	6.883720e-01	7.912474e-01	0	0	8.663995e-01	3.235359e-01	CDH2
GO_Biological_Process_2021	spliceosomal complex assembly (GO:0000245)	1/46	6.883720e-01	7.912474e-01	0	0	8.663995e-01	3.235359e-01	SRSF10
GO_Biological_Process_2021	positive regulation of organelle assembly (GO:1902117)	1/46	6.883720e-01	7.912474e-01	0	0	8.663995e-01	3.235359e-01	SDCBP
GO_Biological_Process_2021	positive regulation of response to stimulus (GO:0048584)	1/46	6.883720e-01	7.912474e-01	0	0	8.663995e-01	3.235359e-01	SIRT1
GO_Biological_Process_2021	positive regulation of smooth muscle cell proliferation (GO:0048661)	1/46	6.883720e-01	7.912474e-01	0	0	8.663995e-01	3.235359e-01	ID2
GO_Biological_Process_2021	regulation of cell cycle phase transition (GO:1901987)	2/95	6.906321e-01	7.934640e-01	0	0	8.380619e-01	3.102070e-01	PSMB1;ANAPC1
GO_Biological_Process_2021	chromatin organization (GO:0006325)	3/142	6.928430e-01	7.956219e-01	0	0	8.407712e-01	3.085226e-01	KAT2B;HDAC3;SIRT1
GO_Biological_Process_2021	translational termination (GO:0006415)	2/96	6.961381e-01	7.963961e-01	0	0	8.291036e-01	3.003073e-01	MRPL42;MRPL48
GO_Biological_Process_2021	regulation of protein localization to nucleus (GO:1900180)	1/47	6.961807e-01	7.963961e-01	0	0	8.475211e-01	3.069265e-01	PARK7
GO_Biological_Process_2021	epidermal growth factor receptor signaling pathway (GO:0007173)	1/47	6.961807e-01	7.963961e-01	0	0	8.475211e-01	3.069265e-01	GAREM1
GO_Biological_Process_2021	regulation of wound healing (GO:0061041)	1/47	6.961807e-01	7.963961e-01	0	0	8.475211e-01	3.069265e-01	ANXA1
GO_Biological_Process_2021	glycosphingolipid metabolic process (GO:0006687)	1/47	6.961807e-01	7.963961e-01	0	0	8.475211e-01	3.069265e-01	ST8SIA3
GO_Biological_Process_2021	negative regulation of cold-induced thermogenesis (GO:0120163)	1/47	6.961807e-01	7.963961e-01	0	0	8.475211e-01	3.069265e-01	ALDH1A1
GO_Biological_Process_2021	positive regulation of neuron death (GO:1901216)	1/47	6.961807e-01	7.963961e-01	0	0	8.475211e-01	3.069265e-01	EPHA7
GO_Biological_Process_2021	positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	1/47	6.961807e-01	7.963961e-01	0	0	8.475211e-01	3.069265e-01	SDCBP
GO_Biological_Process_2021	negative regulation of DNA-binding transcription factor activity (GO:0043433)	3/143	6.973731e-01	7.966172e-01	0	0	8.347226e-01	3.008630e-01	ID2;FZD6;SIRT1
GO_Biological_Process_2021	neuron development (GO:0048666)	3/143	6.973731e-01	7.966172e-01	0	0	8.347226e-01	3.008630e-01	PPT1;CNTN4;POU3F2
GO_Biological_Process_2021	nitrogen compound transport (GO:0071705)	3/143	6.973731e-01	7.966172e-01	0	0	8.347226e-01	3.008630e-01	PPT1;FLVCR1;HIKESHI
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	11/496	6.991718e-01	7.982907e-01	0	0	8.819387e-01	3.156095e-01	PRAG1;NEK7;MINK1;FAM20B;CRY1;MAPKAPK5;GTF2H3;EPHA3;HIPK2;PDK1;MAPK3
GO_Biological_Process_2021	calcium ion homeostasis (GO:0055074)	2/97	7.015629e-01	8.002568e-01	0	0	8.203340e-01	2.907630e-01	SLC24A4;TMTC2
GO_Biological_Process_2021	glycosaminoglycan biosynthetic process (GO:0006024)	2/97	7.015629e-01	8.002568e-01	0	0	8.203340e-01	2.907630e-01	GPC5;GPC6
GO_Biological_Process_2021	purine ribonucleotide biosynthetic process (GO:0009152)	1/48	7.037940e-01	8.008921e-01	0	0	8.294461e-01	2.913592e-01	ADCY10
GO_Biological_Process_2021	regulation of interleukin-2 production (GO:0032663)	1/48	7.037940e-01	8.008921e-01	0	0	8.294461e-01	2.913592e-01	ANXA1
GO_Biological_Process_2021	cognition (GO:0050890)	1/48	7.037940e-01	8.008921e-01	0	0	8.294461e-01	2.913592e-01	CUX2
GO_Biological_Process_2021	histone H4 acetylation (GO:0043967)	1/48	7.037940e-01	8.008921e-01	0	0	8.294461e-01	2.913592e-01	PER1
GO_Biological_Process_2021	myelination (GO:0042552)	1/48	7.037940e-01	8.008921e-01	0	0	8.294461e-01	2.913592e-01	ABCD2
GO_Biological_Process_2021	negative regulation of Wnt signaling pathway (GO:0030178)	4/191	7.066954e-01	8.036428e-01	0	0	8.328877e-01	2.891416e-01	TLE4;HMGXB4;FZD6;PSMB1
GO_Biological_Process_2021	regulation of peptidyl-serine phosphorylation (GO:0033135)	2/98	7.069071e-01	8.036428e-01	0	0	8.117470e-01	2.815594e-01	CREBL2;PARK7
GO_Biological_Process_2021	protein transport (GO:0015031)	8/369	7.072191e-01	8.036428e-01	0	0	8.620589e-01	2.986299e-01	ATP6V0E1;ATP6AP1;LAMP2;PPT1;HIKESHI;TBC1D2B;RAB5A;YWHAH
GO_Biological_Process_2021	regulation of mRNA stability (GO:0043488)	3/146	7.106595e-01	8.055071e-01	0	0	8.170843e-01	2.790849e-01	PSMB1;RPS27A;PAIP1
GO_Biological_Process_2021	receptor internalization (GO:0031623)	1/49	7.112169e-01	8.055071e-01	0	0	8.121242e-01	2.767539e-01	RAB5A
GO_Biological_Process_2021	regulation of cellular localization (GO:0060341)	1/49	7.112169e-01	8.055071e-01	0	0	8.121242e-01	2.767539e-01	GSN
GO_Biological_Process_2021	regulation of smooth muscle cell proliferation (GO:0048660)	1/49	7.112169e-01	8.055071e-01	0	0	8.121242e-01	2.767539e-01	ID2
GO_Biological_Process_2021	response to unfolded protein (GO:0006986)	1/49	7.112169e-01	8.055071e-01	0	0	8.121242e-01	2.767539e-01	HSPH1
GO_Biological_Process_2021	secondary alcohol metabolic process (GO:1902652)	1/49	7.112169e-01	8.055071e-01	0	0	8.121242e-01	2.767539e-01	SOAT1
GO_Biological_Process_2021	negative regulation of catabolic process (GO:0009895)	1/49	7.112169e-01	8.055071e-01	0	0	8.121242e-01	2.767539e-01	SF3B3
GO_Biological_Process_2021	organic anion transport (GO:0015711)	2/99	7.121712e-01	8.062061e-01	0	0	8.033371e-01	2.726823e-01	CA5B;SLC22A10
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	5/238	7.131347e-01	8.069149e-01	0	0	8.352625e-01	2.823897e-01	NRP1;EPHA7;GAREM1;ATP6AP1;MAPK3
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	3/147	7.149875e-01	8.086289e-01	0	0	8.113682e-01	2.722061e-01	BCAP31;FIS1;EDNRA
GO_Biological_Process_2021	positive regulation of translation (GO:0045727)	2/100	7.173560e-01	8.109242e-01	0	0	7.950988e-01	2.641183e-01	RPL5;RPL26
GO_Biological_Process_2021	actin polymerization or depolymerization (GO:0008154)	1/50	7.184542e-01	8.110158e-01	0	0	7.955094e-01	2.630378e-01	GSN
GO_Biological_Process_2021	chloride transmembrane transport (GO:1902476)	1/50	7.184542e-01	8.110158e-01	0	0	7.955094e-01	2.630378e-01	ANO6
GO_Biological_Process_2021	positive regulation of ion transport (GO:0043270)	1/50	7.184542e-01	8.110158e-01	0	0	7.955094e-01	2.630378e-01	ANO6
GO_Biological_Process_2021	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	3/149	7.234932e-01	8.162085e-01	0	0	8.001709e-01	2.589867e-01	CEP135;RAD51C;PSMB1
GO_Biological_Process_2021	regulation of cellular amine metabolic process (GO:0033238)	1/51	7.255105e-01	8.162085e-01	0	0	7.795591e-01	2.501448e-01	PSMB1
GO_Biological_Process_2021	cholesterol transport (GO:0030301)	1/51	7.255105e-01	8.162085e-01	0	0	7.795591e-01	2.501448e-01	SOAT1
GO_Biological_Process_2021	regulation of protein modification process (GO:0031399)	1/51	7.255105e-01	8.162085e-01	0	0	7.795591e-01	2.501448e-01	KAT2B
GO_Biological_Process_2021	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	1/51	7.255105e-01	8.162085e-01	0	0	7.795591e-01	2.501448e-01	NRP1
GO_Biological_Process_2021	sensory perception (GO:0007600)	1/51	7.255105e-01	8.162085e-01	0	0	7.795591e-01	2.501448e-01	WHRN
GO_Biological_Process_2021	mitotic metaphase plate congression (GO:0007080)	1/51	7.255105e-01	8.162085e-01	0	0	7.795591e-01	2.501448e-01	PSRC1
GO_Biological_Process_2021	membrane organization (GO:0061024)	5/242	7.266291e-01	8.162085e-01	0	0	8.209948e-01	2.621757e-01	TMEM33;PPT1;TOR1AIP2;RPS27A;RAB5A
GO_Biological_Process_2021	regulation of cell death (GO:0010941)	2/102	7.274902e-01	8.162085e-01	0	0	7.791165e-01	2.478796e-01	DCC;PARK7
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway (GO:0097193)	2/102	7.274902e-01	8.162085e-01	0	0	7.791165e-01	2.478796e-01	PDK1;HIPK2
GO_Biological_Process_2021	mitotic sister chromatid segregation (GO:0000070)	2/102	7.274902e-01	8.162085e-01	0	0	7.791165e-01	2.478796e-01	PSRC1;RAN
GO_Biological_Process_2021	positive regulation of cell growth (GO:0030307)	2/102	7.274902e-01	8.162085e-01	0	0	7.791165e-01	2.478796e-01	SDCBP;SMURF1
GO_Biological_Process_2021	positive regulation of cellular protein metabolic process (GO:0032270)	2/102	7.274902e-01	8.162085e-01	0	0	7.791165e-01	2.478796e-01	RPL5;RPL26
GO_Biological_Process_2021	ameboidal-type cell migration (GO:0001667)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	SEMA6D
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol (GO:0051279)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	SRI
GO_Biological_Process_2021	signal transduction in response to DNA damage (GO:0042770)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	BRIP1
GO_Biological_Process_2021	sprouting angiogenesis (GO:0002040)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	NRP1
GO_Biological_Process_2021	negative regulation of cellular biosynthetic process (GO:0031327)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	CRY1
GO_Biological_Process_2021	plasma membrane bounded cell projection morphogenesis (GO:0120039)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	MINK1
GO_Biological_Process_2021	positive regulation of developmental growth (GO:0048639)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	SMURF1
GO_Biological_Process_2021	positive regulation of protein localization to cell periphery (GO:1904377)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	EPHA3
GO_Biological_Process_2021	positive regulation of protein localization to plasma membrane (GO:1903078)	1/52	7.323902e-01	8.175449e-01	0	0	7.642344e-01	2.380146e-01	EPHA3
GO_Biological_Process_2021	cellular response to organonitrogen compound (GO:0071417)	2/103	7.324410e-01	8.175449e-01	0	0	7.713627e-01	2.401812e-01	CPEB1;PDE3A
GO_Biological_Process_2021	chromatin remodeling (GO:0006338)	2/103	7.324410e-01	8.175449e-01	0	0	7.713627e-01	2.401812e-01	KAT2B;SIRT1
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	8/379	7.344718e-01	8.194294e-01	0	0	8.383845e-01	2.587285e-01	KAT2B;BTG1;CTBP2;FTH1;PPM1D;TOB1;RERG;ZBTB7C
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	11/511	7.349113e-01	8.195374e-01	0	0	8.548057e-01	2.632849e-01	SMAD3;PSRC1;NFIB;ID2;WBP2NL;CREBL2;RORB;PPARGC1A;FOXO1;HIPK2;YWHAH
GO_Biological_Process_2021	cellular metal ion homeostasis (GO:0006875)	2/104	7.373152e-01	8.203815e-01	0	0	7.637609e-01	2.327484e-01	SLC24A4;CLDN16
GO_Biological_Process_2021	steroid metabolic process (GO:0008202)	2/104	7.373152e-01	8.203815e-01	0	0	7.637609e-01	2.327484e-01	CYP7B1;LGMN
GO_Biological_Process_2021	translational elongation (GO:0006414)	2/104	7.373152e-01	8.203815e-01	0	0	7.637609e-01	2.327484e-01	MRPL42;MRPL48
GO_Biological_Process_2021	bicellular tight junction assembly (GO:0070830)	1/53	7.390978e-01	8.203815e-01	0	0	7.494990e-01	2.265923e-01	CLDN16
GO_Biological_Process_2021	regulation of DNA replication (GO:0006275)	1/53	7.390978e-01	8.203815e-01	0	0	7.494990e-01	2.265923e-01	DNA2
GO_Biological_Process_2021	cellular macromolecule catabolic process (GO:0044265)	1/53	7.390978e-01	8.203815e-01	0	0	7.494990e-01	2.265923e-01	RNASEH2B
GO_Biological_Process_2021	negative regulation of cysteine-type endopeptidase activity (GO:2000117)	1/53	7.390978e-01	8.203815e-01	0	0	7.494990e-01	2.265923e-01	DNAJB6
GO_Biological_Process_2021	positive regulation of B cell activation (GO:0050871)	1/53	7.390978e-01	8.203815e-01	0	0	7.494990e-01	2.265923e-01	SHLD1
GO_Biological_Process_2021	positive regulation of macroautophagy (GO:0016239)	1/53	7.390978e-01	8.203815e-01	0	0	7.494990e-01	2.265923e-01	SIRT1
GO_Biological_Process_2021	positive regulation of phagocytosis (GO:0050766)	1/53	7.390978e-01	8.203815e-01	0	0	7.494990e-01	2.265923e-01	ANO6
GO_Biological_Process_2021	positive regulation of Wnt signaling pathway (GO:0030177)	3/153	7.399090e-01	8.209009e-01	0	0	7.786720e-01	2.345579e-01	LRRK1;PSMB1;GPC5
GO_Biological_Process_2021	mitochondrial translation (GO:0032543)	2/105	7.421135e-01	8.229650e-01	0	0	7.563068e-01	2.255708e-01	MRPL42;MRPL48
GO_Biological_Process_2021	regulation of cellular amino acid metabolic process (GO:0006521)	1/54	7.456377e-01	8.249609e-01	0	0	7.353197e-01	2.158277e-01	PSMB1
GO_Biological_Process_2021	regulation of cyclin-dependent protein kinase activity (GO:1904029)	1/54	7.456377e-01	8.249609e-01	0	0	7.353197e-01	2.158277e-01	CCNG2
GO_Biological_Process_2021	cytoplasmic microtubule organization (GO:0031122)	1/54	7.456377e-01	8.249609e-01	0	0	7.353197e-01	2.158277e-01	RHOA
GO_Biological_Process_2021	regulation of potassium ion transmembrane transport (GO:1901379)	1/54	7.456377e-01	8.249609e-01	0	0	7.353197e-01	2.158277e-01	KCNN2
GO_Biological_Process_2021	inorganic anion transport (GO:0015698)	1/54	7.456377e-01	8.249609e-01	0	0	7.353197e-01	2.158277e-01	ANO6
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	2/106	7.468367e-01	8.259054e-01	0	0	7.489960e-01	2.186385e-01	SIRT1;MAPK3
GO_Biological_Process_2021	pyruvate metabolic process (GO:0006090)	1/55	7.520139e-01	8.304789e-01	0	0	7.216656e-01	2.056750e-01	GAPDH
GO_Biological_Process_2021	regulation of blood vessel endothelial cell migration (GO:0043535)	1/55	7.520139e-01	8.304789e-01	0	0	7.216656e-01	2.056750e-01	SIRT1
GO_Biological_Process_2021	negative regulation of cytokine-mediated signaling pathway (GO:0001960)	1/55	7.520139e-01	8.304789e-01	0	0	7.216656e-01	2.056750e-01	OTUD4
GO_Biological_Process_2021	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	1/56	7.582306e-01	8.363171e-01	0	0	7.085079e-01	1.960921e-01	RPL26
GO_Biological_Process_2021	tight junction assembly (GO:0120192)	1/56	7.582306e-01	8.363171e-01	0	0	7.085079e-01	1.960921e-01	CLDN16
GO_Biological_Process_2021	positive regulation of signal transduction (GO:0009967)	5/252	7.583494e-01	8.363171e-01	0	0	7.873472e-01	2.177889e-01	NRP1;KAT2B;CUX2;CTBP2;SIRT1
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	5/253	7.613642e-01	8.392549e-01	0	0	7.841316e-01	2.137884e-01	TLE4;FZD6;PSMB1;LRRK1;GPC5
GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	3/159	7.630721e-01	8.397731e-01	0	0	7.484909e-01	2.023941e-01	MINK1;MAPKAPK5;MAPK3
GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	4/207	7.637450e-01	8.397731e-01	0	0	7.666058e-01	2.066166e-01	KITLG;NRG1;PARK7;SIRT1
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	6/300	7.640776e-01	8.397731e-01	0	0	7.934396e-01	2.135034e-01	GSN;COL5A1;COL14A1;COL23A1;PLOD2;THSD4
GO_Biological_Process_2021	regulation of bone mineralization (GO:0030500)	1/57	7.642918e-01	8.397731e-01	0	0	6.958202e-01	1.870404e-01	ANO6
GO_Biological_Process_2021	dicarboxylic acid metabolic process (GO:0043648)	1/57	7.642918e-01	8.397731e-01	0	0	6.958202e-01	1.870404e-01	MTHFD2L
GO_Biological_Process_2021	negative regulation of cell cycle G2/M phase transition (GO:1902750)	1/57	7.642918e-01	8.397731e-01	0	0	6.958202e-01	1.870404e-01	PSMB1
GO_Biological_Process_2021	protein K48-linked ubiquitination (GO:0070936)	1/57	7.642918e-01	8.397731e-01	0	0	6.958202e-01	1.870404e-01	KBTBD6
GO_Biological_Process_2021	Fc-epsilon receptor signaling pathway (GO:0038095)	2/111	7.693523e-01	8.433985e-01	0	0	7.144541e-01	1.873343e-01	PSMB1;MAPK3
GO_Biological_Process_2021	regulation of Wnt signaling pathway (GO:0030111)	2/111	7.693523e-01	8.433985e-01	0	0	7.144541e-01	1.873343e-01	TIAM1;HMGXB4
GO_Biological_Process_2021	autophagosome assembly (GO:0000045)	1/58	7.702013e-01	8.433985e-01	0	0	6.835777e-01	1.784844e-01	SMURF1
GO_Biological_Process_2021	regulation of calcium ion transport (GO:0051924)	1/58	7.702013e-01	8.433985e-01	0	0	6.835777e-01	1.784844e-01	SRI
GO_Biological_Process_2021	mitochondrial respiratory chain complex I assembly (GO:0032981)	1/58	7.702013e-01	8.433985e-01	0	0	6.835777e-01	1.784844e-01	NDUFB2
GO_Biological_Process_2021	NADH dehydrogenase complex assembly (GO:0010257)	1/58	7.702013e-01	8.433985e-01	0	0	6.835777e-01	1.784844e-01	NDUFB2
GO_Biological_Process_2021	negative regulation of hydrolase activity (GO:0051346)	1/58	7.702013e-01	8.433985e-01	0	0	6.835777e-01	1.784844e-01	SH3RF2
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	3/161	7.704121e-01	8.433985e-01	0	0	7.389400e-01	1.927375e-01	KITLG;NRG1;PARK7
GO_Biological_Process_2021	Fc receptor signaling pathway (GO:0038093)	2/112	7.736408e-01	8.465456e-01	0	0	7.079226e-01	1.816866e-01	PSMB1;MAPK3
GO_Biological_Process_2021	protein polymerization (GO:0051258)	1/59	7.759630e-01	8.471490e-01	0	0	6.717573e-01	1.703916e-01	GSN
GO_Biological_Process_2021	regulation of secretion by cell (GO:1903530)	1/59	7.759630e-01	8.471490e-01	0	0	6.717573e-01	1.703916e-01	ANXA1
GO_Biological_Process_2021	mitotic DNA damage checkpoint signaling (GO:0044773)	1/59	7.759630e-01	8.471490e-01	0	0	6.717573e-01	1.703916e-01	TOPBP1
GO_Biological_Process_2021	negative regulation of autophagy (GO:0010507)	1/59	7.759630e-01	8.471490e-01	0	0	6.717573e-01	1.703916e-01	LZTS1
GO_Biological_Process_2021	phospholipid transport (GO:0015914)	1/59	7.759630e-01	8.471490e-01	0	0	6.717573e-01	1.703916e-01	PRELID2
GO_Biological_Process_2021	cellular protein catabolic process (GO:0044257)	1/60	7.815804e-01	8.506441e-01	0	0	6.603376e-01	1.627318e-01	LGMN
GO_Biological_Process_2021	cellular response to chemokine (GO:1990869)	1/60	7.815804e-01	8.506441e-01	0	0	6.603376e-01	1.627318e-01	RHOA
GO_Biological_Process_2021	response to organic cyclic compound (GO:0014070)	1/60	7.815804e-01	8.506441e-01	0	0	6.603376e-01	1.627318e-01	ANXA1
GO_Biological_Process_2021	RNA methylation (GO:0001510)	1/60	7.815804e-01	8.506441e-01	0	0	6.603376e-01	1.627318e-01	TRMT13
GO_Biological_Process_2021	Notch signaling pathway (GO:0007219)	1/60	7.815804e-01	8.506441e-01	0	0	6.603376e-01	1.627318e-01	KAT2B
GO_Biological_Process_2021	peptidyl-threonine phosphorylation (GO:0018107)	1/60	7.815804e-01	8.506441e-01	0	0	6.603376e-01	1.627318e-01	HIPK2
GO_Biological_Process_2021	response to lipid (GO:0033993)	2/114	7.820094e-01	8.506441e-01	0	0	6.952094e-01	1.709440e-01	ANXA1;FOXO1
GO_Biological_Process_2021	negative regulation of cell motility (GO:2000146)	2/114	7.820094e-01	8.506441e-01	0	0	6.952094e-01	1.709440e-01	DPYSL3;LDLRAD4
GO_Biological_Process_2021	adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	3/165	7.845351e-01	8.522414e-01	0	0	7.205455e-01	1.748504e-01	GNA13;VIPR2;WASF2
GO_Biological_Process_2021	negative regulation of canonical Wnt signaling pathway (GO:0090090)	3/165	7.845351e-01	8.522414e-01	0	0	7.205455e-01	1.748504e-01	TLE4;FZD6;PSMB1
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	4/214	7.858333e-01	8.522414e-01	0	0	7.407834e-01	1.785367e-01	NFIB;ALDH1A1;LDLRAD4;HDAC9
GO_Biological_Process_2021	positive regulation of GTPase activity (GO:0043547)	4/214	7.858333e-01	8.522414e-01	0	0	7.407834e-01	1.785367e-01	TIAM1;TBC1D2B;ARHGAP24;NDEL1
